model,condition,seed,variant,variant_group,run_type,family,run_name,auroc,ap,f1,precision,recall,accuracy,best_val_auroc,tp,fp,tn,fn,n,n_pos,best_epoch
bert,full,0,default,default,default_sweep,bert_full,bert_full_s0,0.3434343434343434,0.3164310043466053,0.0,0.0,0.0,0.6206896551724138,0.425,0.0,0.0,18.0,11.0,29.0,11.0,1.0
bert,full,1,default,default,default_sweep,bert_full,bert_full_s1,0.3787878787878788,0.3282834128335175,0.55,0.3793103448275862,1.0,0.3793103448275862,0.575,11.0,18.0,0.0,0.0,29.0,11.0,1.0
bert,full,2,default,default,default_sweep,bert_full,bert_full_s2,0.6868686868686869,0.5073600147129559,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.6551724137931034,0.6575000000000001,6.0,5.0,13.0,5.0,29.0,11.0,5.0
bert,full,7,default,default,default_sweep,bert_full,bert_full_s7,0.2929292929292929,0.3667795124838469,0.5641025641025641,0.3928571428571428,1.0,0.4137931034482758,0.44,11.0,17.0,1.0,0.0,29.0,11.0,1.0
bert,full,11,default,default,default_sweep,bert_full,bert_full_s11,0.5505050505050505,0.4473105079512403,0.5142857142857142,0.375,0.8181818181818182,0.4137931034482758,0.6499999999999999,9.0,15.0,3.0,2.0,29.0,11.0,3.0
bert,full,13,default,default,default_sweep,bert_full,bert_full_s13,0.6085858585858586,0.4759488777639391,0.1428571428571428,0.3333333333333333,0.0909090909090909,0.5862068965517241,0.69,1.0,2.0,16.0,10.0,29.0,11.0,5.0
bert,full,22,default,default,default_sweep,bert_full,bert_full_s22,0.5454545454545455,0.4771282215871295,0.5641025641025641,0.3928571428571428,1.0,0.4137931034482758,0.535,11.0,17.0,1.0,0.0,29.0,11.0,2.0
bert,full,33,default,default,default_sweep,bert_full,bert_full_s33,0.7171717171717171,0.653929403929404,0.4705882352941176,0.6666666666666666,0.3636363636363636,0.6896551724137931,0.6100000000000001,4.0,2.0,16.0,7.0,29.0,11.0,4.0
bert,full,42,default,default,default_sweep,bert_full,bert_full_s42,0.5606060606060606,0.4278807192119885,0.5,0.5555555555555556,0.4545454545454545,0.6551724137931034,0.6649999999999999,5.0,4.0,14.0,6.0,29.0,11.0,6.0
bert,full,44,default,default,default_sweep,bert_full,bert_full_s44,0.6616161616161617,0.5569677292404566,0.5517241379310345,0.4444444444444444,0.7272727272727273,0.5517241379310345,0.495,8.0,10.0,8.0,3.0,29.0,11.0,4.0
bert,full,55,default,default,default_sweep,bert_full,bert_full_s55,0.5656565656565657,0.4804511968626801,0.3809523809523809,0.4,0.3636363636363636,0.5517241379310345,0.5575,4.0,6.0,12.0,7.0,29.0,11.0,2.0
bert,full,66,default,default,default_sweep,bert_full,bert_full_s66,0.5909090909090909,0.5068953375173472,0.25,0.4,0.1818181818181818,0.5862068965517241,0.78,2.0,3.0,15.0,9.0,29.0,11.0,8.0
bert,full,77,default,default,default_sweep,bert_full,bert_full_s77,0.5984848484848485,0.4904298380582966,0.3529411764705882,0.5,0.2727272727272727,0.6206896551724138,0.5700000000000001,3.0,3.0,15.0,8.0,29.0,11.0,3.0
bert,full,88,default,default,default_sweep,bert_full,bert_full_s88,0.6767676767676767,0.5253866395042865,0.4210526315789473,0.5,0.3636363636363636,0.6206896551724138,0.7125,4.0,4.0,14.0,7.0,29.0,11.0,9.0
bert,full,99,default,default,default_sweep,bert_full,bert_full_s99,0.4393939393939393,0.3499670894407736,0.0,0.0,0.0,0.4827586206896552,0.445,0.0,4.0,14.0,11.0,29.0,11.0,2.0
bert,full,100,default,default,default_sweep,bert_full,bert_full_s100,0.547979797979798,0.4064471748295277,0.5641025641025641,0.3928571428571428,1.0,0.4137931034482758,0.5475,11.0,17.0,1.0,0.0,29.0,11.0,1.0
bert,full,111,default,default,default_sweep,bert_full,bert_full_s111,0.6666666666666666,0.5779856108803477,0.2666666666666666,0.5,0.1818181818181818,0.6206896551724138,0.635,2.0,2.0,16.0,9.0,29.0,11.0,2.0
bert,full,123,default,default,default_sweep,bert_full,bert_full_s123,0.3434343434343435,0.4302510679190521,0.55,0.3793103448275862,1.0,0.3793103448275862,0.63,11.0,18.0,0.0,0.0,29.0,11.0,1.0
bert,full,234,default,default,default_sweep,bert_full,bert_full_s234,0.6666666666666666,0.4870134896063688,0.4444444444444444,0.5714285714285714,0.3636363636363636,0.6551724137931034,0.565,4.0,3.0,15.0,7.0,29.0,11.0,2.0
bert,full,345,default,default,default_sweep,bert_full,bert_full_s345,0.4974747474747474,0.4204124392978882,0.55,0.3793103448275862,1.0,0.3793103448275862,0.47,11.0,18.0,0.0,0.0,29.0,11.0,2.0
bert,full,456,default,default,default_sweep,bert_full,bert_full_s456,0.5707070707070707,0.500480293127352,0.0,0.0,0.0,0.6206896551724138,0.4675,0.0,0.0,18.0,11.0,29.0,11.0,2.0
bert,full,567,default,default,default_sweep,bert_full,bert_full_s567,0.2474747474747474,0.2858274668800984,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.3793103448275862,0.535,2.0,9.0,9.0,9.0,29.0,11.0,1.0
bert,full,678,default,default,default_sweep,bert_full,bert_full_s678,0.6590909090909091,0.5493913980756086,0.5,0.5555555555555556,0.4545454545454545,0.6551724137931034,0.615,5.0,4.0,14.0,6.0,29.0,11.0,3.0
bert,full,789,default,default,default_sweep,bert_full,bert_full_s789,0.7146464646464646,0.6594645204270874,0.0,0.0,0.0,0.6206896551724138,0.43,0.0,0.0,18.0,11.0,29.0,11.0,2.0
bert,full,890,default,default,default_sweep,bert_full,bert_full_s890,0.6161616161616161,0.4920771148043875,0.0,0.0,0.0,0.5862068965517241,0.405,0.0,1.0,17.0,11.0,29.0,11.0,3.0
bert,full,901,default,default,default_sweep,bert_full,bert_full_s901,0.6111111111111112,0.4521001327221422,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.5862068965517241,0.555,5.0,6.0,12.0,6.0,29.0,11.0,6.0
bert,full,999,default,default,default_sweep,bert_full,bert_full_s999,0.4924242424242424,0.4108955895457831,0.5,0.36,0.8181818181818182,0.3793103448275862,0.61,9.0,16.0,2.0,2.0,29.0,11.0,3.0
bert,full,2024,default,default,default_sweep,bert_full,bert_full_s2024,0.5202020202020202,0.4185134440620334,0.0,0.0,0.0,0.5517241379310345,0.555,0.0,2.0,16.0,11.0,29.0,11.0,3.0
bert,full,2025,default,default,default_sweep,bert_full,bert_full_s2025,0.696969696969697,0.508473445746173,0.6428571428571429,0.5294117647058824,0.8181818181818182,0.6551724137931034,0.6499999999999999,9.0,8.0,10.0,2.0,29.0,11.0,6.0
bert,full,2026,default,default,default_sweep,bert_full,bert_full_s2026,0.3383838383838384,0.317052480122115,0.5641025641025641,0.3928571428571428,1.0,0.4137931034482758,0.515,11.0,17.0,1.0,0.0,29.0,11.0,1.0
bert,qa,0,default,default,default_sweep,bert_qa,bert_qa_s0,0.4125,0.3457295482295482,0.2727272727272727,0.25,0.3,0.3846153846153846,0.5166666666666666,3.0,9.0,7.0,7.0,26.0,10.0,3.0
bert,qa,1,default,default,default_sweep,bert_qa,bert_qa_s1,0.31875,0.3485002716581664,0.1666666666666666,0.5,0.1,0.6153846153846154,0.6333333333333333,1.0,1.0,15.0,9.0,26.0,10.0,5.0
bert,qa,2,default,default,default_sweep,bert_qa,bert_qa_s2,0.4624999999999999,0.3860861252909308,0.4210526315789473,0.4444444444444444,0.4,0.5769230769230769,0.6722222222222223,4.0,5.0,11.0,6.0,26.0,10.0,1.0
bert,qa,7,default,default,default_sweep,bert_qa,bert_qa_s7,0.315625,0.311075151647234,0.5161290322580645,0.3809523809523809,0.8,0.4230769230769231,0.5222222222222221,8.0,13.0,3.0,2.0,26.0,10.0,1.0
bert,qa,11,default,default,default_sweep,bert_qa,bert_qa_s11,0.6,0.5598412698412698,0.5,0.5,0.5,0.6153846153846154,0.6777777777777778,5.0,5.0,11.0,5.0,26.0,10.0,6.0
bert,qa,13,default,default,default_sweep,bert_qa,bert_qa_s13,0.578125,0.4883959096459096,0.0,0.0,0.0,0.5769230769230769,0.7138888888888889,0.0,1.0,15.0,10.0,26.0,10.0,1.0
bert,qa,22,default,default,default_sweep,bert_qa,bert_qa_s22,0.60625,0.5593959330143541,0.5555555555555556,0.3846153846153846,1.0,0.3846153846153846,0.7555555555555555,10.0,16.0,0.0,0.0,26.0,10.0,2.0
bert,qa,33,default,default,default_sweep,bert_qa,bert_qa_s33,0.428125,0.3989924549135075,0.5555555555555556,0.3846153846153846,1.0,0.3846153846153846,0.6055555555555556,10.0,16.0,0.0,0.0,26.0,10.0,1.0
